neighborhood,x2010_density,x2010_diversity_index,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_density,x2020_diversity_index,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,x2010_vap,x2010_vap_hisp,x2010_vap_white_non_hisp,x2010_vap_black_non_hisp,x2010_vap_aian_non_hisp,x2010_vap_asian_non_hisp,x2010_vap_nhpi_non_hisp,x2010_vap_other_non_hisp,x2010_vap_two_plus_non_hisp,x2010_u18,x2010_u18_hisp,x2010_u18_white_non_hisp,x2010_u18_black_non_hisp,x2010_u18_aian_non_hisp,x2010_u18_asian_non_hisp,x2010_u18_nhpi_non_hisp,x2010_u18_other_non_hisp,x2010_u18_two_plus_non_hisp,x2010_hu,x2010_hu_occupied,x2010_hu_vacant,x2010_vacancy_rate,x2020_vap,x2020_vap_hisp,x2020_vap_white_non_hisp,x2020_vap_black_non_hisp,x2020_vap_aian_non_hisp,x2020_vap_asian_non_hisp,x2020_vap_nhpi_non_hisp,x2020_vap_other_non_hisp,x2020_vap_two_plus_non_hisp,x2020_u18,x2020_u18_hisp,x2020_u18_white_non_hisp,x2020_u18_black_non_hisp,x2020_u18_aian_non_hisp,x2020_u18_asian_non_hisp,x2020_u18_nhpi_non_hisp,x2020_u18_other_non_hisp,x2020_u18_two_plus_non_hisp,x2020_hu,x2020_hu_occupied,x2020_hu_vacant,x2020_vacancy_rate,change_density,change_diversity_index,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,change_vap,change_vap_hisp,change_vap_white_non_hisp,change_vap_black_non_hisp,change_vap_aian_non_hisp,change_vap_asian_non_hisp,change_vap_nhpi_non_hisp,change_vap_other_non_hisp,change_vap_two_plus_non_hisp,change_u18,change_u18_hisp,change_u18_white_non_hisp,change_u18_black_non_hisp,change_u18_aian_non_hisp,change_u18_asian_non_hisp,change_u18_nhpi_non_hisp,change_u18_other_non_hisp,change_u18_two_plus_non_hisp,change_hu,change_hu_occupied,change_hu_vacant,change_vacancy_rate,change_share_total_density,change_share_total_diversity_index,change_share_total_pop_hisp,change_share_total_pop_white_non_hisp,change_share_total_pop_black_non_hisp,change_share_total_pop_aian_non_hisp,change_share_total_pop_asian_non_hisp,change_share_total_pop_nhpi_non_hisp,change_share_total_pop_other_non_hisp,change_share_total_pop_two_plus_non_hisp,change_share_total_vap_hisp,change_share_total_vap_white_non_hisp,change_share_total_vap_black_non_hisp,change_share_total_vap_aian_non_hisp,change_share_total_vap_asian_non_hisp,change_share_total_vap_nhpi_non_hisp,change_share_total_vap_other_non_hisp,change_share_total_vap_two_plus_non_hisp,change_share_total_u18,change_share_total_u18_hisp,change_share_total_u18_white_non_hisp,change_share_total_u18_black_non_hisp,change_share_total_u18_aian_non_hisp,change_share_total_u18_asian_non_hisp,change_share_total_u18_nhpi_non_hisp,change_share_total_u18_other_non_hisp,change_share_total_u18_two_plus_non_hisp,change_share_total_hu,change_share_total_hu_occupied,change_share_total_hu_vacant,change_share_total_vacancy_rate,x2020_pop_hisp_perc,x2020_pop_white_non_hisp_perc,x2020_pop_black_non_hisp_perc,x2010_pop_hisp_perc,x2010_pop_white_non_hisp_perc,X2010_pop_black_non_hisp_perc,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed
Loyola/Notre Dame,4516,36,1905,68,1267,447,2,83,0,1,38,5072,50,2107,167,936,456,1,432,1,8,108,1665,59,1137,365,1,76,0,1,25,241,9,130,82,1,6,0,0,13,636,586,50,6,1919,158,848,389,1,429,1,5,89,189,9,88,66,0,4,0,3,18,603,527,76,9,12.31,38.89,10.6,145.59,-26.12,2.01,-50,420.48,Inf,700,184.21,15.26,167.8,-25.42,6.58,0,464.47,Inf,400,256,-21.58,0,-32.31,-19.51,-100,-33.33,NA,Inf,38.46,-5.19,-10.07,52,50,29.19,0.73,5.2,-17.38,0.47,-0.05,18.32,0.05,0.37,3.67,5.95,-17.36,1.44,0,21.2,0.06,0.24,3.84,-21.58,0,-17.43,-6.64,-0.41,-0.83,0,1.24,2.07,-1.73,-3.1,1.36,0.16,7.93,44.42,21.64,3.57,66.51,23.46,Majority Minority,Majority White,Yes
Lucille Park,2749,2,1076,13,14,1032,2,3,0,1,11,2210,5,874,38,28,772,2,2,0,4,27,797,9,13,762,2,2,0,0,9,279,4,2,270,0,1,0,0,2,484,381,103,5,688,25,25,613,2,2,0,2,19,186,13,3,159,0,0,0,2,8,436,342,94,5,-19.61,150,-18.77,192.31,100,-25.19,0,-33.33,NA,300,145.45,-13.68,177.78,92.31,-19.55,0,0,NA,Inf,111.11,-33.33,225,50,-41.11,NA,-100,NA,Inf,300,-9.92,-10.24,-8.74,0,-50.09,0.28,2.32,1.3,-24.16,0,-0.09,0,0.28,1.49,2.01,1.51,-18.7,0,0,0,0.25,1.25,-33.33,3.23,0.36,-39.78,0,-0.36,0,0.72,2.15,-4.46,-3.62,-0.84,0,4.35,3.2,88.33,1.21,1.3,95.91,Majority Black,Majority Black,No
Madison-Eastend,25287,18,2912,123,100,2613,14,23,0,5,35,19486,37,2245,340,95,1692,7,21,0,5,86,1936,89,84,1708,10,21,0,3,21,977,34,16,905,4,2,0,2,14,1135,852,283,22,1642,204,75,1279,7,18,0,2,56,603,136,20,413,0,3,0,3,29,1023,761,263,23,-22.94,105.56,-22.91,176.42,-5,-35.25,-50,-8.7,NA,0,145.71,-15.19,129.21,-10.71,-25.12,-30,-14.29,NA,-33.33,166.67,-38.28,300,25,-54.36,-100,50,NA,50,107.14,-9.87,-10.68,-7.07,4.55,-199.21,0.65,7.45,-0.17,-31.63,-0.24,-0.07,0,0,1.75,5.94,-0.46,-22.16,-0.15,-0.15,0,-0.05,1.81,-38.28,10.44,0.41,-50.36,-0.41,0.1,0,0.1,1.54,-3.85,-3.12,-0.69,0.03,15.14,4.23,75.37,4.22,3.43,89.73,Majority Black,Majority Black,No
Madison Park,15685,15,2663,34,130,2439,7,14,1,2,36,13676,21,2337,43,128,2045,6,16,4,11,86,1869,24,124,1674,5,14,1,2,25,794,10,6,765,2,0,0,0,12,1511,1173,339,22,1739,33,122,1492,6,14,4,7,62,598,10,5,553,0,2,0,3,24,1345,1114,231,17,-12.81,40,-12.24,26.47,-1.54,-16.15,-14.29,14.29,300,450,138.89,-6.96,37.5,-1.61,-10.87,20,0,300,250,148,-24.69,0,-16.67,-27.71,-100,Inf,NA,Inf,100,-10.99,-5.03,-31.86,-22.73,-75.44,0.23,0.34,-0.08,-14.8,-0.04,0.08,0.11,0.34,1.88,0.48,-0.11,-9.74,0.05,0,0.16,0.27,1.98,-24.69,0,-0.13,-26.7,-0.25,0.25,0,0.38,1.51,-6.23,-2.22,-4.06,-0.19,1.84,5.48,87.51,1.28,4.88,91.59,Majority Black,Majority Black,No
Mayfield,662,6,557,10,121,409,2,6,0,0,9,568,6,478,12,97,344,0,6,0,1,17,411,6,104,289,1,5,0,0,5,147,4,17,120,0,1,0,0,5,213,191,22,1,373,8,83,265,0,5,0,1,11,105,4,15,79,0,1,0,1,6,206,180,26,2,-14.2,0,-14.18,20,-19.83,-15.89,-100,0,NA,Inf,88.89,-9.25,33.33,-20.19,-8.3,-100,0,NA,Inf,120,-28.57,0,-11.76,-34.17,NA,0,NA,Inf,20,-3.29,-5.76,18.18,100,-16.88,0,0.36,-4.31,-11.67,-0.36,0,0,0.18,1.44,0.49,-5.11,-5.84,-0.24,0,0,0.24,1.46,-28.57,0,-1.36,-27.89,0,0,0,0.68,0.68,-1.26,-1.97,0.72,0.18,2.51,20.29,71.97,1.8,21.72,73.43,Majority Black,Majority Black,No
McElderry Park,36204,52,3770,443,583,2595,25,55,1,3,65,32513,66,3343,637,649,1836,12,65,0,11,132,2674,330,524,1716,18,45,1,2,38,1096,113,59,880,7,10,0,1,27,1656,1203,452,35,2533,413,576,1375,10,62,0,4,93,809,223,74,461,2,3,0,7,39,1545,1238,307,24,-10.2,26.92,-11.33,43.79,11.32,-29.25,-52,18.18,-100,266.67,103.08,-5.27,25.15,9.92,-19.87,-44.44,37.78,-100,100,144.74,-26.19,97.35,25.42,-47.61,-71.43,-70,NA,600,44.44,-6.7,2.91,-32.08,-31.43,-97.9,0.37,5.15,1.75,-20.13,-0.34,0.27,-0.03,0.21,1.78,3.1,1.94,-12.75,-0.3,0.64,-0.04,0.07,2.06,-26.19,10.04,1.37,-38.23,-0.46,-0.64,0,0.55,1.09,-2.94,0.93,-3.85,-0.29,19.05,19.41,54.92,11.75,15.46,68.83,Majority Black,Majority Black,No
Medfield,9959,43,2667,110,1959,325,5,209,0,10,49,10115,54,2709,150,1710,362,7,352,1,18,108,2246,82,1692,250,5,176,0,7,35,421,28,268,75,0,33,0,3,15,1365,1288,77,5,2309,123,1502,296,7,282,1,13,84,400,27,208,66,0,70,0,6,23,1371,1279,92,7,1.57,25.58,1.57,36.36,-12.71,11.38,40,68.42,Inf,80,120.41,2.8,50,-11.23,18.4,40,60.23,Inf,85.71,140,-4.99,-3.57,-22.39,-12,NA,112.12,NA,100,53.33,0.44,-0.7,19.48,40,5.85,0.41,1.5,-9.34,1.39,0.07,5.36,0.04,0.3,2.21,1.83,-8.46,2.05,0.09,4.72,0.04,0.27,2.18,-4.99,-0.24,-14.25,-2.14,0,8.79,0,0.71,1.9,0.22,-0.34,0.56,0.07,5.54,63.12,13.36,4.12,73.45,12.19,Majority White,Majority White,No
Medford,439,5,184,35,79,61,2,3,0,1,4,505,5,203,77,49,64,1,3,0,1,7,136,24,69,37,1,2,0,0,2,48,11,10,24,0,1,0,0,2,76,70,6,1,145,51,43,42,1,2,0,1,4,58,27,6,22,0,0,0,1,2,79,73,6,1,15.03,0,10.33,120,-37.97,4.92,-50,0,NA,0,75,6.62,112.5,-37.68,13.51,0,0,NA,Inf,100,20.83,145.45,-40,-8.33,NA,-100,NA,Inf,0,3.95,4.29,0,0,35.87,0,22.83,-16.3,1.63,-0.54,0,0,0,1.63,19.85,-19.12,3.68,0,0,0,0.74,1.47,20.83,33.33,-8.33,-4.17,0,-2.08,0,2.08,0,1.63,1.63,0,0,37.93,24.14,31.53,19.02,42.93,33.15,Majority Minority,Majority Minority,No
Mid-Govans,2744,7,1323,21,142,1123,5,9,1,2,21,2530,8,1219,22,131,1001,1,13,0,3,48,1016,15,124,852,5,6,1,1,13,306,6,19,271,1,2,0,0,7,590,526,65,3,975,15,112,799,0,13,0,3,32,244,7,19,202,1,0,0,0,16,580,516,64,3,-7.8,14.29,-7.86,4.76,-7.75,-10.86,-80,44.44,-100,50,128.57,-4.04,0,-9.68,-6.22,-100,116.67,-100,200,146.15,-20.26,16.67,0,-25.46,0,-100,NA,NA,128.57,-1.69,-1.9,-1.54,0,-16.18,0.08,0.08,-0.83,-9.22,-0.3,0.3,-0.08,0.08,2.04,0,-1.18,-5.22,-0.49,0.69,-0.1,0.2,1.87,-20.26,0.33,0,-22.55,0,-0.65,0,0,2.94,-0.76,-0.76,-0.08,0,1.8,10.75,82.12,1.59,10.73,84.88,Majority Black,Majority Black,No
Mid-Town Belvedere,22265,61,4374,205,2470,1142,13,392,1,12,138,25766,68,5198,370,2577,1357,9,610,1,25,250,4238,199,2432,1075,12,384,1,10,125,136,7,38,67,1,7,0,1,13,3494,2998,496,15,4996,338,2512,1281,9,600,0,22,233,203,32,65,76,0,9,1,3,17,4348,3661,687,16,15.72,11.48,18.84,80.49,4.33,18.83,-30.77,55.61,0,108.33,81.16,17.89,69.85,3.29,19.16,-25,56.25,-100,120,86.4,49.26,357.14,71.05,13.43,-100,28.57,Inf,200,30.77,24.44,22.11,38.51,6.67,80.04,0.16,3.77,2.45,4.92,-0.09,4.98,0,0.3,2.56,3.28,1.89,4.86,-0.07,5.1,-0.02,0.28,2.55,49.26,18.38,19.85,6.62,-0.74,1.47,0.74,1.47,2.94,19.52,15.16,4.37,0.02,7.12,49.58,26.11,4.69,56.47,26.11,Majority Minority,Majority White,Yes
Middle Branch/Reedbird Parks,3408,8,1213,25,34,1126,3,5,0,1,20,2882,16,1026,59,41,879,2,12,0,4,29,861,18,26,799,2,4,0,1,10,353,7,8,326,1,1,0,0,10,522,476,46,6,775,39,31,669,1,9,0,3,21,251,20,10,210,0,2,0,0,8,504,438,66,8,-15.43,100,-15.42,136,20.59,-21.94,-33.33,140,NA,300,45,-9.99,116.67,19.23,-16.27,-50,125,NA,200,110,-28.9,185.71,25,-35.58,-100,100,NA,NA,-20,-3.45,-7.98,43.48,33.33,-43.36,0.66,2.8,0.58,-20.36,-0.08,0.58,0,0.25,0.74,2.44,0.58,-15.1,-0.12,0.58,0,0.23,1.28,-28.9,3.68,0.57,-32.86,-0.28,0.28,0,0,-0.57,-1.48,-3.13,1.65,0.16,5.75,4,85.67,2.06,2.8,92.83,Majority Black,Majority Black,No
Middle East,19506,18,2163,31,42,2056,1,14,0,0,19,21169,60,2442,70,199,1916,5,184,0,1,67,1509,18,40,1424,1,13,0,0,12,655,12,2,632,0,1,0,0,7,1185,809,376,53,1861,58,184,1388,4,177,0,0,50,581,12,15,528,1,7,0,1,17,1269,1083,185,27,8.53,233.33,12.9,125.81,373.81,-6.81,400,1214.29,NA,Inf,252.63,23.33,222.22,360,-2.53,300,1261.54,NA,NA,316.67,-11.3,0,650,-16.46,Inf,600,NA,Inf,142.86,7.09,33.87,-50.8,-49.06,76.88,1.94,1.8,7.26,-6.47,0.18,7.86,0,0.05,2.22,2.65,9.54,-2.39,0.2,10.87,0,0,2.52,-11.3,0,1.98,-15.88,0.15,0.92,0,0.15,1.53,3.88,12.67,-8.83,-1.2,2.87,8.15,78.46,1.43,1.94,95.05,Majority Black,Majority Black,No
Midtown-Edmondson,11810,5,2089,12,18,2022,3,6,0,3,24,8158,11,1495,32,19,1389,4,8,2,7,36,1583,10,15,1529,3,5,0,2,19,505,3,3,493,0,1,0,1,6,1245,738,506,31,1175,18,18,1095,4,5,2,5,29,321,13,1,294,1,3,0,2,7,866,581,285,26,-30.92,120,-28.43,166.67,5.56,-31.31,33.33,33.33,Inf,133.33,50,-25.77,80,20,-28.38,33.33,0,Inf,150,52.63,-36.44,333.33,-66.67,-40.37,Inf,200,NA,100,16.67,-30.44,-21.27,-43.68,-16.13,-174.82,0.29,0.96,0.05,-30.3,0.05,0.1,0.1,0.19,0.57,0.51,0.19,-27.42,0.06,0,0.13,0.19,0.63,-36.44,1.98,-0.4,-39.41,0.2,0.4,0,0.2,0.2,-18.14,-7.52,-10.58,-0.24,2.14,1.27,92.91,0.57,0.86,96.79,Majority Black,Majority Black,No
Millhill,7925,38,2123,92,728,1209,4,29,1,1,58,5725,37,1550,121,326,995,7,24,0,5,73,1481,57,571,803,3,23,1,1,23,642,35,158,406,1,6,0,1,35,1034,737,297,19,1128,83,284,687,4,19,0,3,47,423,37,43,307,3,5,0,2,26,801,579,222,19,-27.76,-2.63,-26.99,31.52,-55.22,-17.7,75,-17.24,-100,400,25.86,-23.84,45.61,-50.26,-14.45,33.33,-17.39,-100,200,104.35,-34.11,5.71,-72.78,-24.38,200,-16.67,NA,100,-25.71,-22.53,-21.44,-25.25,0,-103.63,-0.05,1.37,-18.94,-10.08,0.14,-0.24,-0.05,0.19,0.71,1.76,-19.38,-7.83,0.07,-0.27,-0.07,0.14,1.62,-34.11,0.31,-17.91,-15.42,0.31,-0.16,0,0.16,-1.4,-10.98,-7.44,-3.53,0,7.81,21.03,64.19,4.33,34.29,56.95,Majority Black,Majority Black,No
Milton-Montford,12463,9,1428,51,34,1302,7,13,0,1,20,9859,17,1126,116,53,901,4,10,0,3,39,960,34,32,864,5,11,0,1,14,469,17,2,438,2,2,0,0,7,629,423,205,18,830,74,45,673,4,9,0,0,25,296,42,8,228,0,1,0,3,14,531,401,130,12,-20.89,88.89,-21.15,127.45,55.88,-30.8,-42.86,-23.08,NA,200,95,-13.54,117.65,40.62,-22.11,-20,-18.18,NA,-100,78.57,-36.89,147.06,300,-47.95,-100,-50,NA,Inf,100,-15.58,-5.2,-36.59,-33.33,-182.35,0.56,4.55,1.33,-28.08,-0.21,-0.21,0,0.14,1.33,4.17,1.35,-19.9,-0.1,-0.21,0,-0.1,1.15,-36.89,5.33,1.28,-44.78,-0.43,-0.21,0,0.64,1.49,-6.86,-1.54,-5.25,-0.42,10.3,4.71,80.02,3.57,2.38,91.18,Majority Black,Majority Black,No
Mondawmin,11938,10,3822,49,42,3642,13,12,2,6,57,10489,38,3362,78,236,2686,2,253,1,17,89,3063,41,38,2913,10,12,2,4,44,759,8,5,729,3,0,0,2,13,1699,1292,407,26,2813,69,232,2169,2,252,0,17,71,549,9,4,517,0,0,0,0,18,1818,1295,523,32,-12.14,280,-12.04,59.18,461.9,-26.25,-84.62,2008.33,-50,183.33,56.14,-8.16,68.29,510.53,-25.54,-80,2000,-100,325,61.36,-27.67,12.5,-20,-29.08,-100,NA,NA,-100,38.46,7,0.23,28.5,23.08,-37.91,0.73,0.76,5.08,-25.01,-0.29,6.31,-0.03,0.29,0.84,0.91,6.33,-24.29,-0.26,7.84,-0.07,0.42,0.88,-27.67,0.13,-0.13,-27.93,-0.4,0,0,-0.26,0.66,3.11,0.08,3.04,0.16,2.32,7.02,79.89,1.28,1.1,95.29,Majority Black,Majority Black,No
Montebello,3231,25,1971,36,377,1485,6,18,0,3,46,2759,27,1682,53,314,1234,2,17,1,4,57,1557,26,330,1152,4,16,0,2,26,415,10,47,333,1,3,0,1,20,785,728,57,5,1390,45,275,1018,2,15,1,4,32,292,8,39,216,0,2,0,0,25,751,681,71,6,-14.61,8,-14.66,47.22,-16.71,-16.9,-66.67,-5.56,Inf,33.33,23.91,-10.73,73.08,-16.67,-11.63,-50,-6.25,Inf,100,23.08,-29.64,-20,-17.02,-35.14,-100,-33.33,NA,-100,25,-4.33,-6.46,24.56,20,-23.95,0.1,0.86,-3.2,-12.73,-0.2,-0.05,0.05,0.05,0.56,1.22,-3.53,-8.61,-0.13,-0.06,0.06,0.13,0.39,-29.64,-0.48,-1.93,-28.19,-0.24,-0.24,0,-0.24,1.2,-1.73,-2.38,0.71,0.05,3.15,18.67,73.37,1.83,19.13,75.34,Majority Black,Majority Black,No
Moravia-Walther,4157,23,1209,23,369,772,3,10,0,3,27,3782,23,1124,44,264,747,4,16,0,9,40,930,17,330,553,3,10,0,2,16,279,7,39,219,0,1,0,2,12,525,465,60,5,885,32,237,568,2,12,0,7,26,239,13,27,179,1,4,0,2,13,508,450,57,5,-9.02,0,-7.03,91.3,-28.46,-3.24,33.33,60,NA,200,48.15,-4.84,88.24,-28.18,2.71,-33.33,20,NA,250,62.5,-14.34,85.71,-30.77,-18.26,Inf,300,NA,0,8.33,-3.24,-3.23,-5,0,-31.02,0,1.74,-8.68,-2.07,0.08,0.5,0,0.5,1.08,1.61,-10,1.61,-0.11,0.22,0,0.54,1.08,-14.34,2.15,-4.3,-14.34,0.36,1.08,0,0,0.36,-1.41,-1.24,-0.25,0,3.91,23.49,66.46,1.9,30.52,63.85,Majority Black,Majority Black,No
Morgan Park,1155,8,508,12,167,310,1,6,0,1,11,1075,9,473,19,128,293,1,7,0,5,19,399,9,143,233,1,5,0,1,6,109,3,23,76,0,1,0,0,5,210,191,19,1,385,14,112,237,1,7,0,3,12,87,5,16,56,0,0,0,2,7,201,180,21,2,-6.93,12.5,-6.89,58.33,-23.35,-5.48,0,16.67,NA,400,72.73,-3.51,55.56,-21.68,1.72,0,40,NA,200,100,-20.18,66.67,-30.43,-26.32,NA,-100,NA,Inf,40,-4.29,-5.76,10.53,100,-15.75,0.2,1.38,-7.68,-3.35,0,0.2,0,0.79,1.57,1.25,-7.77,1,0,0.5,0,0.5,1.5,-20.18,1.83,-6.42,-18.35,0,-0.92,0,1.83,1.83,-1.77,-2.17,0.39,0.2,4.02,27.06,61.95,2.36,32.87,61.02,Majority Black,Majority Black,No
Morgan State University,6669,13,2857,55,195,2538,5,18,1,5,40,5705,27,2441,60,312,1722,2,252,1,12,81,2429,44,185,2144,4,17,1,4,30,428,11,10,394,1,1,0,2,10,883,828,56,4,2102,51,293,1426,2,252,1,8,70,339,9,19,295,0,0,0,4,12,899,817,82,6,-14.45,107.69,-14.56,9.09,60,-32.15,-60,1300,0,140,102.5,-13.46,15.91,58.38,-33.49,-50,1382.35,0,100,133.33,-20.79,-18.18,90,-25.13,-100,-100,NA,100,20,1.81,-1.33,46.43,50,-33.74,0.49,0.18,4.1,-28.56,-0.11,8.19,0,0.25,1.44,0.29,4.45,-29.56,-0.08,9.67,0,0.16,1.65,-20.79,-0.47,2.1,-23.13,-0.23,-0.23,0,0.47,0.47,0.56,-0.39,0.91,0.07,2.46,12.78,70.54,1.93,6.83,88.83,Majority Black,Majority Black,No
Morrell Park,5459,53,3010,152,2233,424,20,90,2,8,83,5151,81,2919,435,1460,751,8,100,0,21,143,2360,100,1824,318,14,67,1,3,33,650,52,409,105,7,23,1,4,50,1319,1210,109,10,2280,285,1245,549,7,85,0,13,96,639,150,215,202,2,15,0,8,47,1315,1147,168,16,-5.64,52.83,-3.02,186.18,-34.62,77.12,-60,11.11,-100,162.5,72.29,-3.39,185,-31.74,72.64,-50,26.87,-100,333.33,190.91,-1.69,188.46,-47.43,92.38,-71.43,-34.78,-100,100,-6,-0.3,-5.21,54.13,60,-10.23,0.93,9.4,-25.68,10.86,-0.4,0.33,-0.07,0.43,1.99,7.84,-24.53,9.79,-0.3,0.76,-0.04,0.42,2.67,-1.69,15.08,-29.85,14.92,-0.77,-1.23,-0.15,0.62,-0.46,-0.13,-2.09,1.96,0.2,14.9,50.02,25.73,5.05,74.19,14.09,Majority White,Majority White,No
Mosher,8755,4,1881,28,12,1816,4,6,0,0,14,6380,6,1371,24,15,1290,5,1,0,8,28,1420,14,11,1377,4,5,0,0,9,460,13,2,439,1,1,0,0,5,937,722,215,12,1054,18,12,995,4,1,0,4,20,317,5,3,295,2,0,0,4,8,809,552,257,17,-27.13,50,-27.11,-14.29,25,-28.96,25,-83.33,NA,Inf,100,-25.77,28.57,9.09,-27.74,0,-80,NA,Inf,122.22,-31.09,-61.54,50,-32.8,100,-100,NA,Inf,60,-13.66,-23.55,19.53,41.67,-126.26,0.11,-0.21,0.16,-27.96,0.05,-0.27,0,0.43,0.74,0.28,0.07,-26.9,0,-0.28,0,0.28,0.77,-31.09,-1.74,0.22,-31.3,0.22,-0.22,0,0.87,0.65,-6.8,-9.04,2.23,0.27,1.75,1.09,94.09,1.49,0.64,96.54,Majority Black,Majority Black,No
Mount Holly,2518,3,1093,16,16,1041,2,1,0,1,15,2441,5,1059,27,35,955,2,4,0,11,25,848,12,14,809,2,1,0,1,10,245,4,2,232,1,0,0,1,5,596,427,170,8,842,18,33,759,2,3,0,8,18,217,9,2,196,0,0,0,3,7,527,422,105,6,-3.06,66.67,-3.11,68.75,118.75,-8.26,0,300,NA,1000,66.67,-0.71,50,135.71,-6.18,0,200,NA,700,80,-11.43,125,0,-15.52,-100,NA,NA,200,40,-11.58,-1.17,-38.24,-25,-7.04,0.18,1.01,1.74,-7.87,0,0.27,0,0.91,0.91,0.71,2.24,-5.9,0,0.24,0,0.83,0.94,-11.43,2.04,0,-14.69,-0.41,0,0,0.82,0.82,-6.31,-0.46,-5.95,-0.18,2.55,3.31,90.18,1.46,1.46,95.24,Majority Black,Majority Black,No
Mount Vernon,32914,74,4828,208,2428,1647,14,385,1,13,132,32345,83,5246,358,2469,1565,9,569,1,24,251,4590,198,2384,1491,13,376,1,11,116,238,9,45,156,1,9,0,2,17,3464,2983,481,NA,4988,328,2403,1440,9,560,1,21,227,258,30,66,125,0,9,0,3,24,4149,3536,613,17,-1.73,12.16,8.66,72.12,1.69,-4.98,-35.71,47.79,0,84.62,90.15,8.67,65.66,0.8,-3.42,-30.77,48.94,0,90.91,95.69,8.4,233.33,46.67,-19.87,-100,0,NA,50,41.18,19.77,18.54,27.44,NA,-11.79,0.19,3.11,0.85,-1.7,-0.1,3.81,0,0.23,2.46,2.83,0.41,-1.11,-0.09,4.01,0,0.22,2.42,8.4,8.82,8.82,-13.03,-0.42,0,0,0.42,2.94,14.19,11.45,2.73,NA,6.82,47.06,29.83,4.31,50.29,34.11,Majority Minority,Majority White,Yes
Mount Washington,4808,39,4565,110,2810,1392,7,134,2,11,98,4848,47,4806,175,2883,1339,5,142,0,54,208,3586,70,2227,1117,6,108,2,8,47,980,40,583,275,1,26,0,4,51,2089,1970,119,6,3772,121,2232,1138,4,125,0,36,114,1034,53,651,201,0,17,0,17,94,2222,2067,155,8,0.83,20.51,5.28,59.09,2.6,-3.81,-28.57,5.97,-100,390.91,112.24,5.19,72.86,0.22,1.88,-33.33,15.74,-100,350,142.55,5.51,32.5,11.66,-26.91,-100,-34.62,NA,325,84.31,6.37,4.92,30.25,33.33,0.88,0.18,1.42,1.6,-1.16,-0.04,0.18,-0.04,0.94,2.41,1.42,0.14,0.59,-0.06,0.47,-0.06,0.78,1.87,5.51,1.33,6.94,-7.55,-0.1,-0.92,0,1.33,4.39,2.91,2.12,0.79,0.04,3.64,59.99,27.86,2.41,61.56,30.49,Majority White,Majority White,No
Mount Winans,299,2,218,3,18,191,1,1,0,0,4,252,3,184,8,13,152,1,1,0,2,7,154,2,15,132,1,1,0,0,2,64,1,3,59,0,0,0,0,2,100,78,21,2,130,5,11,107,1,1,0,1,4,54,3,2,45,0,0,0,1,3,88,68,20,2,-15.72,50,-15.6,166.67,-27.78,-20.42,0,0,NA,Inf,75,-15.58,150,-26.67,-18.94,0,0,NA,Inf,100,-15.62,200,-33.33,-23.73,NA,NA,NA,Inf,50,-12,-12.82,-4.76,0,-21.56,0.46,2.29,-2.29,-17.89,0,0,0,0.92,1.38,1.95,-2.6,-16.23,0,0,0,0.65,1.3,-15.62,3.12,-1.56,-21.88,0,0,0,1.56,1.56,-5.5,-4.59,-0.46,0,4.35,7.07,82.61,1.38,8.26,87.61,Majority Black,Majority Black,No
Mt Pleasant Park,2205,7,1865,33,146,1625,1,36,0,2,23,2004,7,1695,30,83,1488,1,36,2,11,44,1494,25,139,1279,1,34,0,2,15,371,8,7,345,0,2,0,1,8,908,864,44,1,1396,23,77,1216,1,35,2,8,35,300,7,6,273,0,1,0,3,10,905,852,53,2,-9.12,0,-9.12,-9.09,-43.15,-8.43,0,0,Inf,450,91.3,-6.56,-8,-44.6,-4.93,0,2.94,Inf,300,133.33,-19.14,-12.5,-14.29,-20.87,NA,-50,NA,200,25,-0.33,-1.39,20.45,100,-10.78,0,-0.16,-3.38,-7.35,0,0,0.11,0.48,1.13,-0.13,-4.15,-4.22,0,0.07,0.13,0.4,1.34,-19.14,-0.27,-0.27,-19.41,0,-0.27,0,0.54,0.54,-0.16,-0.64,0.48,0.05,1.77,4.9,87.79,1.77,7.83,87.13,Majority Black,Majority Black,No
